"http://download.microsoft.com/download/1/0/C/10C1A0BC-9CFB-4A8E-87AA-C31057211B5D/","Download Site","EN","North America"
"http://download.microsoft.com/download/3/F/8/3F89E953-98E8-498B-89B2-17700240A438/","Download Site","AR","North America"
"http://download.microsoft.com/download/C/A/8/CA8E68C4-1A46-4164-A4EB-E4A4C8F6C569/","Download Site","HE","North America"
"http://download.microsoft.com/download/0/B/F/0BF0ADBB-56A8-46AF-94FD-EEB94C08041A/","Download Site","CN","North America"
"http://download.microsoft.com/download/C/4/4/C44B38B6-9189-47AA-AEB1-E38291B15F63/","Download Site","DE","North America"
"http://download.microsoft.com/download/A/1/6/A16EC8F6-F439-485C-91BF-2EBFB915B4FD/","Download Site","KO","North America"
"http://download.microsoft.com/download/6/3/0/63078292-4AB5-4CFA-9BC9-F184C13A7665/","Download Site","TW","North America"
"http://download.microsoft.com/download/3/5/7/357679EF-3469-49DC-A4A3-CCC0987EA267/","Download Site","JA","North America"
"http://download.microsoft.com/download/5/1/1/511B8B26-C630-4BEC-82A1-07D6AD8DF887/","Download Site","FR","North America"
"http://download.microsoft.com/download/6/1/D/61D7D48B-9B68-4454-AB8C-8059603B4971/","Download Site","ES","North America"
"http://download.microsoft.com/download/4/2/E/42E8A55C-3B68-45AC-9EF7-2E51F1EF7A7E/","Download Site","IT","North America"
"http://download.microsoft.com/download/2/0/0/20026D15-11A2-4E13-90EA-2EDE4457EB32/","Download Site","BR","North America"
"http://download.microsoft.com/download/5/1/9/51956D63-343A-46D5-AC59-28FF5BC55D6C/","Download Site","SV","North America"
"http://download.microsoft.com/download/6/0/A/60A3D593-1131-41D3-A011-5BA51B131505/","Download Site","NL","North America"
"http://download.microsoft.com/download/4/E/F/4EF4FDD2-8571-46CD-9320-F6FB03D8A201/","Download Site","DA","North America"
"http://download.microsoft.com/download/8/3/1/83141D18-F48C-44BD-8673-689F195924C9/","Download Site","NO","North America"
"http://download.microsoft.com/download/3/5/9/35925C81-4237-47D9-89D3-1EFDF004910C/","Download Site","FI","North America"
"http://download.microsoft.com/download/D/3/C/D3C65A37-5073-44EB-BFDC-6B437CE7A824/","Download Site","PT","North America"
"http://download.microsoft.com/download/D/2/4/D24C7A32-1453-4813-BDC9-15B2339A72AC/","Download Site","CS","North America"
"http://download.microsoft.com/download/9/4/F/94F1DED5-7E65-4DB2-BE47-3FD6FC89F0DF/","Download Site","PL","North America"
"http://download.microsoft.com/download/E/1/5/E15B2D76-2B45-40A9-86C8-2E19CEA394CE/","Download Site","RU","North America"
"http://download.microsoft.com/download/9/6/A/96A7EAA5-AA1B-4A38-9185-F5FB1106354D/","Download Site","HU","North America"
"http://download.microsoft.com/download/7/2/6/726568F4-05BA-4D11-B332-A2EE94595AA9/","Download Site","TR","North America"
"http://download.microsoft.com/download/B/7/0/B7022692-D93A-4D05-A8AD-B30913513E2F/","Download Site","EL","North America"
"http://download.microsoft.com/download/0/0/b/00b4c5df-4264-49dd-8f0f-d5ad3a6424f4/","Download Site","SL","North America"
"http://download.microsoft.com/download/e/d/e/ede96893-0f52-485f-80d7-4fbdcbcb965c/","Download Site","SK","North America"
